varname,count,sum,mean,stddev
CounterJ_main,88,55.465,0.630284,0.0370579
CounterJ_LOne,88,50.1467,0.569849,0.0666601
CounterJ_LTwo,88,60.7833,0.690719,0.0648173
CounterK_main,77,46.8833,0.608873,0.0390198
CounterK_LOne,77,42.1798,0.54779,0.0754636
CounterK_LTwo,77,51.5867,0.669957,0.0699984
Counter,317,179.936,0.567623,0.0841949
Failed,83,43.8418,0.528214,0.0896668
CounterB_main,83,51.4892,0.620351,0.0411196
CounterB_LOne,83,46.5345,0.560657,0.0559716
CounterB_LTwo,83,56.4438,0.680046,0.060819
CounterC_main,73,45.6305,0.625076,0.036739
CounterC_LOne,73,41.5938,0.569777,0.0676822
CounterC_LTwo,73,49.6673,0.680374,0.0654009
CounterJ_main,88,55.465,0.630284,0.0370579
CounterJ_LOne,88,50.1467,0.569849,0.0666601
CounterJ_LTwo,88,60.7833,0.690719,0.0648173
CounterK_main,76,46.4058,0.610602,0.0375236
CounterK_LOne,76,41.9148,0.551511,0.071733
CounterK_LTwo,76,50.8967,0.669693,0.0683513
Counter,312,178.406,0.571816,0.0822038
Failed,88,46.3104,0.526254,0.0896629
CounterB_main,83,51.4892,0.620351,0.0411196
CounterB_LOne,83,46.5345,0.560657,0.0559716
CounterB_LTwo,83,56.4438,0.680046,0.060819
CounterC_main,72,45.0536,0.625745,0.0371397
CounterC_LOne,72,41.0072,0.569544,0.0690141
CounterC_LTwo,72,49.1001,0.681945,0.0646482
CounterJ_main,86,54.2865,0.631239,0.0368726
CounterJ_LOne,86,49.0559,0.570418,0.0662688
CounterJ_LTwo,86,59.5171,0.692059,0.0650346
CounterK_main,76,46.6362,0.613635,0.0365925
CounterK_LOne,76,42.3802,0.557634,0.074036
CounterK_LTwo,76,50.8923,0.669636,0.0700176
Counter,309,174.615,0.565097,0.0867649
Failed,91,48.1933,0.529597,0.090287
CounterB_main,83,51.4158,0.619467,0.0412746
CounterB_LOne,83,46.3423,0.55834,0.0561097
CounterB_LTwo,83,56.4893,0.680594,0.0608168
CounterC_main,70,43.8699,0.626713,0.0376407
CounterC_LOne,70,40.004,0.571486,0.0702916
CounterC_LTwo,70,47.7358,0.68194,0.0670947
CounterJ_main,85,53.7082,0.631861,0.0366326
CounterJ_LOne,85,48.5301,0.570942,0.0656089
CounterJ_LTwo,85,58.8863,0.69278,0.0640435
CounterK_main,74,45.4389,0.614039,0.0365038
CounterK_LOne,74,41.3577,0.558888,0.0742135
CounterK_LTwo,74,49.5201,0.66919,0.0721069
Counter,306,174.965,0.571781,0.0820134
Failed,94,49.8012,0.5298,0.0911061
CounterB_main,82,50.8263,0.619833,0.0403482
CounterB_LOne,82,45.8759,0.559462,0.0553555
CounterB_LTwo,82,55.7768,0.680205,0.0604772
CounterC_main,70,43.8745,0.626779,0.0376659
CounterC_LOne,70,40.0076,0.571537,0.0702713
CounterC_LTwo,70,47.7414,0.68202,0.0671619
CounterJ_main,84,53.0675,0.631756,0.0371366
CounterJ_LOne,84,47.8984,0.57022,0.0655215
CounterJ_LTwo,84,58.2366,0.693293,0.0649729
CounterK_main,73,44.917,0.615301,0.0377467
CounterK_LOne,73,40.8758,0.559942,0.0741046
CounterK_LTwo,73,48.9582,0.67066,0.0740348
Counter,302,170.32,0.563973,0.0882715
Failed,98,51.7615,0.528179,0.0903802
CounterB_main,81,50.2156,0.619946,0.0405866
CounterB_LOne,81,45.3913,0.560387,0.0550589
CounterB_LTwo,81,55.04,0.679506,0.0605193
CounterC_main,69,43.3132,0.627728,0.0380514
CounterC_LOne,69,39.5062,0.572554,0.0707893
CounterC_LTwo,69,47.1202,0.682901,0.0653896
CounterJ_main,83,52.4549,0.631987,0.0372123
CounterJ_LOne,83,47.3571,0.570567,0.0660891
CounterJ_LTwo,83,57.5527,0.693407,0.065709
CounterK_main,73,45.0224,0.616746,0.0362141
CounterK_LOne,73,40.9557,0.561036,0.0737427
CounterK_LTwo,73,49.0892,0.672455,0.0719041
Counter,301,169.716,0.563841,0.0887328
Failed,99,52.3344,0.528631,0.0900302
CounterB_main,81,50.1332,0.618929,0.0421221
CounterB_LOne,81,45.2856,0.559081,0.0579877
CounterB_LTwo,81,54.9809,0.678777,0.0611629
CounterC_main,67,42.0785,0.628038,0.0384333
CounterC_LOne,67,38.2985,0.57162,0.0713738
CounterC_LTwo,67,45.8585,0.684456,0.0644536
CounterJ_main,83,52.4549,0.631987,0.0372123
CounterJ_LOne,83,47.3571,0.570567,0.0660891
CounterJ_LTwo,83,57.5527,0.693407,0.065709
CounterK_main,71,43.8781,0.618002,0.036542
CounterK_LOne,71,39.9461,0.562621,0.0733679
CounterK_LTwo,71,47.8102,0.673383,0.0714144
Counter,300,169.083,0.563611,0.0917971
Failed,100,52.9512,0.529512,0.0900071
CounterB_main,81,49.9969,0.617246,0.0443568
CounterB_LOne,81,45.3552,0.559941,0.0562349
CounterB_LTwo,81,54.6387,0.674551,0.0649675
CounterC_main,67,42.1425,0.628993,0.0378849
CounterC_LOne,67,38.4494,0.573872,0.0744511
CounterC_LTwo,67,45.8356,0.684113,0.0652112
CounterJ_main,82,51.882,0.632707,0.0368545
CounterJ_LOne,82,46.8144,0.570907,0.0664226
CounterJ_LTwo,82,56.9496,0.694507,0.0653393
CounterK_main,71,43.8965,0.61826,0.0363257
CounterK_LOne,71,40.0132,0.563567,0.0733395
CounterK_LTwo,71,47.7797,0.672954,0.0730313
Counter,299,170.552,0.570408,0.0832823
Failed,101,53.3529,0.528247,0.0904543
CounterB_main,81,50.1716,0.619403,0.042243
CounterB_LOne,81,45.6798,0.563948,0.0551521
CounterB_LTwo,81,54.6635,0.674857,0.0633765
CounterC_main,66,41.5018,0.628815,0.0377592
CounterC_LOne,66,37.9601,0.575153,0.074861
CounterC_LTwo,66,45.0434,0.682476,0.0658021
CounterJ_main,82,51.882,0.632707,0.0368545
CounterJ_LOne,82,46.8144,0.570907,0.0664226
CounterJ_LTwo,82,56.9496,0.694507,0.0653393
CounterK_main,71,43.8965,0.61826,0.0363257
CounterK_LOne,71,40.0132,0.563567,0.0733395
CounterK_LTwo,71,47.7797,0.672954,0.0730313
Counter,298,170.379,0.57174,0.0819686
Failed,102,53.7819,0.527273,0.090541
CounterB_main,81,50.1716,0.619403,0.042243
CounterB_LOne,81,45.6798,0.563948,0.0551521
CounterB_LTwo,81,54.6635,0.674857,0.0633765
CounterC_main,66,41.5163,0.629035,0.0376122
CounterC_LOne,66,37.9315,0.57472,0.0747638
CounterC_LTwo,66,45.1011,0.68335,0.0648669
CounterJ_main,82,51.9611,0.633672,0.0365323
CounterJ_LOne,82,46.9477,0.572533,0.0690339
CounterJ_LTwo,82,56.9746,0.694812,0.065023
CounterK_main,70,43.3613,0.619447,0.0355058
CounterK_LOne,70,39.4692,0.563846,0.074694
CounterK_LTwo,70,47.2534,0.675049,0.0727719
Counter,297,169.718,0.57144,0.0840398
Failed,103,54.3512,0.527681,0.0901912
CounterB_main,81,50.1716,0.619403,0.042243
CounterB_LOne,81,45.6798,0.563948,0.0551521
CounterB_LTwo,81,54.6635,0.674857,0.0633765
CounterC_main,66,41.5767,0.62995,0.0365463
CounterC_LOne,66,38.0617,0.576693,0.0748442
CounterC_LTwo,66,45.0917,0.683207,0.0650631
CounterJ_main,82,51.9611,0.633672,0.0365323
CounterJ_LOne,82,46.9477,0.572533,0.0690339
CounterJ_LTwo,82,56.9746,0.694812,0.065023
CounterK_main,69,42.7274,0.619238,0.0344669
CounterK_LOne,69,38.7393,0.561439,0.068506
CounterK_LTwo,69,46.7155,0.677036,0.0695092
Counter,296,167.942,0.567373,0.0887402
Failed,104,54.9314,0.528187,0.0899003
CounterB_main,81,50.2134,0.619918,0.0437002
CounterB_LOne,81,45.7569,0.564899,0.0563901
CounterB_LTwo,81,54.6699,0.674937,0.0629287
CounterC_main,65,40.9323,0.629728,0.0367859
CounterC_LOne,65,37.4171,0.575648,0.0749395
CounterC_LTwo,65,44.4476,0.683809,0.0653842
CounterJ_main,82,51.9825,0.633933,0.0367711
CounterJ_LOne,82,46.9145,0.572128,0.0680924
CounterJ_LTwo,82,57.0505,0.695738,0.0636964
CounterK_main,69,42.9087,0.621865,0.0321497
CounterK_LOne,69,39.0704,0.566238,0.0673303
CounterK_LTwo,69,46.7469,0.677492,0.0690459
Counter,295,168.276,0.570427,0.0864605
Failed,105,55.3423,0.52707,0.090196
CounterB_main,81,50.1621,0.619285,0.0425525
CounterB_LOne,81,45.6243,0.563262,0.0569605
CounterB_LTwo,81,54.7,0.675308,0.0634411
CounterC_main,65,40.9471,0.629955,0.036516
CounterC_LOne,65,37.4638,0.576367,0.0741394
CounterC_LTwo,65,44.4303,0.683543,0.0654016
CounterJ_main,81,51.4022,0.634595,0.0365043
CounterJ_LOne,81,46.4351,0.573272,0.0677183
CounterJ_LTwo,81,56.3694,0.695919,0.0640721
CounterK_main,69,42.9848,0.622968,0.0333332
CounterK_LOne,69,39.1158,0.566895,0.0680321
CounterK_LTwo,69,46.8537,0.67904,0.0698685
Counter,290,166.435,0.573912,0.0821598
Failed,110,57.9345,0.526678,0.0890439
CounterB_main,81,50.2442,0.620299,0.0424769
CounterB_LOne,81,45.696,0.564148,0.05611
CounterB_LTwo,81,54.7924,0.676449,0.0630677
CounterC_main,64,40.3545,0.63054,0.0364648
CounterC_LOne,64,37.0214,0.57846,0.0717254
CounterC_LTwo,64,43.6876,0.682619,0.0650141
CounterJ_main,81,51.4022,0.634595,0.0365043
CounterJ_LOne,81,46.4351,0.573272,0.0677183
CounterJ_LTwo,81,56.3694,0.695919,0.0640721
CounterK_main,69,43.0078,0.623301,0.0334155
CounterK_LOne,69,39.0502,0.565944,0.0686867
CounterK_LTwo,69,46.9654,0.680658,0.0713242
Counter,289,165.068,0.571169,0.0868814
Failed,111,58.5689,0.527648,0.0892262
CounterB_main,81,50.2442,0.620299,0.0424769
CounterB_LOne,81,45.696,0.564148,0.05611
CounterB_LTwo,81,54.7924,0.676449,0.0630677
CounterC_main,62,39.2126,0.632461,0.0370505
CounterC_LOne,62,35.9104,0.5792,0.0671105
CounterC_LTwo,62,42.5148,0.685722,0.0660736
CounterJ_main,80,50.8176,0.63522,0.036297
CounterJ_LOne,80,45.9171,0.573963,0.0678575
CounterJ_LTwo,80,55.7181,0.696476,0.0642785
CounterK_main,67,41.8568,0.624728,0.0336513
CounterK_LOne,67,37.7953,0.56411,0.0680551
CounterK_LTwo,67,45.9182,0.685346,0.0701248
Counter,285,163.665,0.574264,0.0816918
Failed,115,60.766,0.5284,0.0897748
CounterB_main,81,50.3157,0.621181,0.0430283
CounterB_LOne,81,45.8274,0.56577,0.0573886
CounterB_LTwo,81,54.804,0.676592,0.0626463
CounterC_main,62,39.2201,0.632582,0.0370627
CounterC_LOne,62,35.9348,0.579593,0.0674659
CounterC_LTwo,62,42.5053,0.68557,0.0661963
CounterJ_main,79,50.1832,0.63523,0.0365288
CounterJ_LOne,79,45.286,0.57324,0.0679799
CounterJ_LTwo,79,55.0804,0.69722,0.0643418
CounterK_main,67,41.9098,0.625519,0.0326455
CounterK_LOne,67,37.8438,0.564833,0.0679484
CounterK_LTwo,67,45.9757,0.686204,0.0702534
Counter,284,162.703,0.572899,0.0844176
Failed,116,61.3021,0.528466,0.0893865
CounterB_main,80,49.6643,0.620803,0.0431644
CounterB_LOne,80,45.2275,0.565343,0.0576212
CounterB_LTwo,80,54.1011,0.676263,0.0629712
CounterC_main,61,38.6356,0.63337,0.0371273
CounterC_LOne,61,35.2941,0.578591,0.0681089
CounterC_LTwo,61,41.9771,0.688149,0.0664586
CounterJ_main,78,49.5341,0.635052,0.036731
CounterJ_LOne,78,44.6166,0.572008,0.0675269
CounterJ_LTwo,78,54.4515,0.698096,0.0642817
CounterK_main,66,41.3599,0.626666,0.032141
CounterK_LOne,66,37.4194,0.56696,0.0630448
CounterK_LTwo,66,45.3005,0.686371,0.0698477
Counter,284,163.246,0.574809,0.0849173
Failed,116,61.3021,0.528466,0.0893865
CounterB_main,79,49.1416,0.622045,0.042296
CounterB_LOne,79,44.6784,0.565549,0.0574625
CounterB_LTwo,79,53.6048,0.678542,0.061607
CounterC_main,61,38.686,0.634197,0.0373188
CounterC_LOne,61,35.4179,0.580622,0.0690379
CounterC_LTwo,61,41.9541,0.687773,0.0683176
CounterJ_main,78,49.5341,0.635052,0.036731
CounterJ_LOne,78,44.6166,0.572008,0.0675269
CounterJ_LTwo,78,54.4515,0.698096,0.0642817
CounterK_main,66,41.3658,0.626755,0.03195
CounterK_LOne,66,37.3788,0.566345,0.0639209
CounterK_LTwo,66,45.3528,0.687164,0.0693119
Counter,281,161.314,0.574071,0.0873254
Failed,119,63.0035,0.529441,0.088927
CounterB_main,79,49.1341,0.62195,0.0420357
CounterB_LOne,79,44.5558,0.563998,0.0604206
CounterB_LTwo,79,53.7123,0.679903,0.0604538
CounterC_main,61,38.686,0.634197,0.0373188
CounterC_LOne,61,35.4179,0.580622,0.0690379
CounterC_LTwo,61,41.9541,0.687773,0.0683176
CounterJ_main,78,49.5341,0.635052,0.036731
CounterJ_LOne,78,44.6166,0.572008,0.0675269
CounterJ_LTwo,78,54.4515,0.698096,0.0642817
CounterK_main,66,41.4451,0.627956,0.0303032
CounterK_LOne,66,37.4541,0.567486,0.0628282
CounterK_LTwo,66,45.4361,0.688425,0.0669568
Counter,280,162.446,0.580165,0.0797042
Failed,120,63.5545,0.529621,0.0885745
CounterB_main,77,48.0593,0.624147,0.0419356
CounterB_LOne,77,43.6581,0.566988,0.0570441
CounterB_LTwo,77,52.4606,0.681306,0.0627233
CounterC_main,60,38.0282,0.633803,0.0370882
CounterC_LOne,60,34.8653,0.581089,0.0694906
CounterC_LTwo,60,41.191,0.686517,0.0679097
CounterJ_main,78,49.5389,0.635115,0.036716
CounterJ_LOne,78,44.5589,0.571269,0.0677716
CounterJ_LTwo,78,54.5189,0.698961,0.0643461
CounterK_main,66,41.4925,0.628674,0.0303328
CounterK_LOne,66,37.4106,0.566828,0.0642983
CounterK_LTwo,66,45.5744,0.690521,0.0667005
Counter,278,161.035,0.579261,0.08313
Failed,122,64.7218,0.530507,0.0887426
CounterB_main,76,47.5083,0.625109,0.0413493
CounterB_LOne,76,43.1766,0.568113,0.0565568
CounterB_LTwo,76,51.84,0.682106,0.0627435
CounterC_main,60,38.0282,0.633803,0.0370882
CounterC_LOne,60,34.8653,0.581089,0.0694906
CounterC_LTwo,60,41.191,0.686517,0.0679097
CounterJ_main,78,49.5389,0.635115,0.036716
CounterJ_LOne,78,44.5589,0.571269,0.0677716
CounterJ_LTwo,78,54.5189,0.698961,0.0643461
CounterK_main,66,41.4925,0.628674,0.0303328
CounterK_LOne,66,37.4106,0.566828,0.0642983
CounterK_LTwo,66,45.5744,0.690521,0.0667005
Counter,277,160.049,0.577795,0.080788
Failed,123,65.3168,0.531031,0.0885688
CounterB_main,76,47.5083,0.625109,0.0413493
CounterB_LOne,76,43.1766,0.568113,0.0565568
CounterB_LTwo,76,51.84,0.682106,0.0627435
CounterC_main,59,37.426,0.634339,0.037694
CounterC_LOne,59,34.3583,0.582344,0.069953
CounterC_LTwo,59,40.4937,0.686333,0.0684493
CounterJ_main,77,48.873,0.634714,0.0367846
CounterJ_LOne,77,44.0087,0.571542,0.0681726
CounterJ_LTwo,77,53.7372,0.697885,0.0640585
CounterK_main,66,41.4949,0.628711,0.0303464
CounterK_LOne,66,37.441,0.567288,0.0641872
CounterK_LTwo,66,45.5488,0.690133,0.0664782
Counter,276,159.319,0.577242,0.0830289
Failed,124,65.9962,0.532227,0.0892092
CounterB_main,75,46.9134,0.625512,0.0414777
CounterB_LOne,75,42.6059,0.568078,0.0569369
CounterB_LTwo,75,51.2209,0.682945,0.0627353
CounterC_main,59,37.426,0.634339,0.037694
CounterC_LOne,59,34.3583,0.582344,0.069953
CounterC_LTwo,59,40.4937,0.686333,0.0684493
CounterJ_main,77,48.873,0.634714,0.0367846
CounterJ_LOne,77,44.0087,0.571542,0.0681726
CounterJ_LTwo,77,53.7372,0.697885,0.0640585
CounterK_main,66,41.5331,0.629289,0.0302955
CounterK_LOne,66,37.5579,0.569058,0.0636058
CounterK_LTwo,66,45.5083,0.689519,0.066338
Counter,276,158.016,0.572522,0.0883472
Failed,124,65.9962,0.532227,0.0892092
CounterB_main,75,46.937,0.625826,0.0416076
CounterB_LOne,75,42.5494,0.567326,0.0587907
CounterB_LTwo,75,51.3245,0.684326,0.0614482
CounterC_main,59,37.426,0.634339,0.037694
CounterC_LOne,59,34.3583,0.582344,0.069953
CounterC_LTwo,59,40.4937,0.686333,0.0684493
CounterJ_main,76,48.1935,0.634125,0.0366623
CounterJ_LOne,76,43.4227,0.571351,0.0686049
CounterJ_LTwo,76,52.9643,0.696899,0.0638931
CounterK_main,66,41.6044,0.630369,0.0300473
CounterK_LOne,66,37.7562,0.572063,0.0660313
CounterK_LTwo,66,45.4526,0.688675,0.0671749
Counter,275,158.849,0.577634,0.0835015
Failed,125,66.5937,0.532749,0.0890402
CounterB_main,75,46.9269,0.625692,0.0418618
CounterB_LOne,75,42.4868,0.566491,0.0609232
CounterB_LTwo,75,51.3669,0.684892,0.0614007
CounterC_main,59,37.4853,0.635345,0.0374635
CounterC_LOne,59,34.4122,0.583258,0.0697681
CounterC_LTwo,59,40.5585,0.687432,0.0683997
CounterJ_main,76,48.1935,0.634125,0.0366623
CounterJ_LOne,76,43.4227,0.571351,0.0686049
CounterJ_LTwo,76,52.9643,0.696899,0.0638931
CounterK_main,66,41.6518,0.631088,0.0303022
CounterK_LOne,66,37.8849,0.574014,0.0671427
CounterK_LTwo,66,45.4186,0.688161,0.0672469
Counter,273,159.148,0.58296,0.0800914
Failed,127,67.5814,0.532137,0.0890395
CounterB_main,75,46.8593,0.624791,0.0428238
CounterB_LOne,75,42.3735,0.56498,0.0626559
CounterB_LTwo,75,51.3451,0.684602,0.0614933
CounterC_main,58,36.9075,0.636336,0.0371544
CounterC_LOne,58,33.8758,0.584065,0.0700878
CounterC_LTwo,58,39.9392,0.688607,0.0688796
CounterJ_main,76,48.1935,0.634125,0.0366623
CounterJ_LOne,76,43.4227,0.571351,0.0686049
CounterJ_LTwo,76,52.9643,0.696899,0.0638931
CounterK_main,66,41.6518,0.631088,0.0303022
CounterK_LOne,66,37.8849,0.574014,0.0671427
CounterK_LTwo,66,45.4186,0.688161,0.0672469
Counter,271,156.609,0.577894,0.0841487
Failed,129,68.7664,0.533073,0.0886948
CounterB_main,75,46.9077,0.625436,0.0419903
CounterB_LOne,75,42.4446,0.565929,0.0612479
CounterB_LTwo,75,51.3707,0.684943,0.0613951
CounterC_main,57,36.2885,0.63664,0.0376208
CounterC_LOne,57,33.2112,0.582652,0.0678022
CounterC_LTwo,57,39.3658,0.690628,0.0661496
CounterJ_main,76,48.1935,0.634125,0.0366623
CounterJ_LOne,76,43.4227,0.571351,0.0686049
CounterJ_LTwo,76,52.9643,0.696899,0.0638931
CounterK_main,65,41.2703,0.634928,0.0301195
CounterK_LOne,65,37.5245,0.577299,0.0671441
CounterK_LTwo,65,45.0162,0.692557,0.0661118
Counter,270,155.405,0.575576,0.0876689
Failed,130,69.3957,0.533813,0.0887528
CounterB_main,75,46.945,0.625933,0.0412762
CounterB_LOne,75,42.4871,0.566494,0.0591324
CounterB_LTwo,75,51.4029,0.685372,0.0609833
CounterC_main,57,36.2885,0.63664,0.0376208
CounterC_LOne,57,33.2112,0.582652,0.0678022
CounterC_LTwo,57,39.3658,0.690628,0.0661496
CounterJ_main,75,47.5805,0.634407,0.0368263
CounterJ_LOne,75,42.87,0.5716,0.0690323
CounterJ_LTwo,75,52.291,0.697214,0.0642642
CounterK_main,64,40.6141,0.634596,0.0301951
CounterK_LOne,64,36.8238,0.575372,0.0646136
CounterK_LTwo,64,44.4044,0.693819,0.0651597
Counter,270,156.207,0.578545,0.0848952
Failed,130,69.3957,0.533813,0.0887528
CounterB_main,75,46.9223,0.625631,0.0416113
CounterB_LOne,75,42.4534,0.566045,0.0598611
CounterB_LTwo,75,51.3913,0.685217,0.0609717
CounterC_main,57,36.2885,0.63664,0.0376208
CounterC_LOne,57,33.2112,0.582652,0.0678022
CounterC_LTwo,57,39.3658,0.690628,0.0661496
CounterJ_main,74,46.9512,0.634476,0.0370729
CounterJ_LOne,74,42.2892,0.571476,0.069495
CounterJ_LTwo,74,51.6132,0.697475,0.0646627
CounterK_main,64,40.6891,0.635767,0.0324642
CounterK_LOne,64,36.8906,0.576415,0.0687908
CounterK_LTwo,64,44.4876,0.695119,0.0651837
Counter,268,155.639,0.580741,0.0835349
Failed,132,70.603,0.534871,0.0888324
CounterB_main,75,47.0269,0.627025,0.0414106
CounterB_LOne,75,42.6097,0.56813,0.0595634
CounterB_LTwo,75,51.444,0.68592,0.06109
CounterC_main,57,36.3875,0.638377,0.0379004
CounterC_LOne,57,33.412,0.586175,0.0677333
CounterC_LTwo,57,39.3631,0.69058,0.0671629
CounterJ_main,74,46.9512,0.634476,0.0370729
CounterJ_LOne,74,42.2892,0.571476,0.069495
CounterJ_LTwo,74,51.6132,0.697475,0.0646627
CounterK_main,64,40.707,0.636047,0.0322709
CounterK_LOne,64,36.6611,0.572829,0.0695845
CounterK_LTwo,64,44.753,0.699265,0.0640196
Counter,267,154.761,0.579629,0.0794203
Failed,133,71.1358,0.534856,0.0884954
CounterB_main,74,46.3847,0.62682,0.041006
CounterB_LOne,74,42.0141,0.567758,0.0592203
CounterB_LTwo,74,50.7553,0.685883,0.0613112
CounterC_main,56,35.716,0.637786,0.0379159
CounterC_LOne,56,32.826,0.586179,0.0665613
CounterC_LTwo,56,38.606,0.689393,0.0673331
CounterJ_main,74,46.9512,0.634476,0.0370729
CounterJ_LOne,74,42.2892,0.571476,0.069495
CounterJ_LTwo,74,51.6132,0.697475,0.0646627
CounterK_main,64,40.7126,0.636135,0.0323173
CounterK_LOne,64,36.5847,0.571636,0.0692126
CounterK_LTwo,64,44.8405,0.700633,0.0642901
Counter,266,154.703,0.58159,0.0836146
Failed,134,71.7896,0.535743,0.0887585
CounterB_main,74,46.3847,0.62682,0.041006
CounterB_LOne,74,42.0141,0.567758,0.0592203
CounterB_LTwo,74,50.7553,0.685883,0.0613112
CounterC_main,55,35.0673,0.637587,0.0383141
CounterC_LOne,55,32.2418,0.586214,0.0672363
CounterC_LTwo,55,37.8928,0.68896,0.0678951
CounterJ_main,74,46.9512,0.634476,0.0370729
CounterJ_LOne,74,42.2892,0.571476,0.069495
CounterJ_LTwo,74,51.6132,0.697475,0.0646627
CounterK_main,64,40.7846,0.637259,0.0321486
CounterK_LOne,64,36.6511,0.572673,0.067978
CounterK_LTwo,64,44.918,0.701844,0.0643931
Counter,263,152.957,0.581587,0.087551
Failed,137,73.3928,0.535714,0.087807
CounterB_main,74,46.3619,0.626512,0.0413877
CounterB_LOne,74,42.0201,0.567839,0.0591212
CounterB_LTwo,74,50.7037,0.685186,0.0616454
CounterC_main,55,35.0977,0.638141,0.0379562
CounterC_LOne,55,32.1495,0.584536,0.0666161
CounterC_LTwo,55,38.046,0.691745,0.0647866
CounterJ_main,73,46.2974,0.634211,0.0372592
CounterJ_LOne,73,41.7513,0.571936,0.0698623
CounterJ_LTwo,73,50.8435,0.696486,0.0645446
CounterK_main,64,40.7846,0.637259,0.0321486
CounterK_LOne,64,36.6511,0.572673,0.067978
CounterK_LTwo,64,44.918,0.701844,0.0643931
Counter,260,152.395,0.586135,0.0790994
Failed,140,74.9725,0.535518,0.0874256
CounterB_main,73,45.8187,0.627654,0.0406648
CounterB_LOne,73,41.679,0.570945,0.0570922
CounterB_LTwo,73,49.9584,0.684362,0.0624313
CounterC_main,54,34.4104,0.63723,0.037702
CounterC_LOne,54,31.6053,0.585282,0.0670091
CounterC_LTwo,54,37.2156,0.689178,0.0625089
CounterJ_main,73,46.2974,0.634211,0.0372592
CounterJ_LOne,73,41.7513,0.571936,0.0698623
CounterJ_LTwo,73,50.8435,0.696486,0.0645446
CounterK_main,63,40.1353,0.637068,0.0321565
CounterK_LOne,63,36.0701,0.572541,0.0667743
CounterK_LTwo,63,44.2005,0.701595,0.0643994
Counter,259,151.859,0.586329,0.0800646
Failed,141,75.6094,0.536237,0.0875305
CounterB_main,72,45.2227,0.628094,0.0405884
CounterB_LOne,72,41.2593,0.573047,0.0567933
CounterB_LTwo,72,49.1861,0.683141,0.0632272
CounterC_main,52,33.2053,0.638564,0.037615
CounterC_LOne,52,30.6009,0.588479,0.0622949
CounterC_LTwo,52,35.8097,0.688649,0.0618324
CounterJ_main,73,46.2974,0.634211,0.0372592
CounterJ_LOne,73,41.7513,0.571936,0.0698623
CounterJ_LTwo,73,50.8435,0.696486,0.0645446
CounterK_main,63,40.1513,0.637322,0.0320816
CounterK_LOne,63,36.0662,0.57248,0.0663167
CounterK_LTwo,63,44.2364,0.702165,0.0652204
Counter,256,150.62,0.588358,0.0808806
Failed,144,77.098,0.535403,0.0869806
CounterB_main,72,45.2446,0.628398,0.0404949
CounterB_LOne,72,41.1986,0.572202,0.0571753
CounterB_LTwo,72,49.2907,0.684593,0.0632465
CounterC_main,52,33.2053,0.638564,0.037615
CounterC_LOne,52,30.6009,0.588479,0.0622949
CounterC_LTwo,52,35.8097,0.688649,0.0618324
CounterJ_main,72,45.6605,0.634173,0.0375192
CounterJ_LOne,72,41.1696,0.571801,0.0703429
CounterJ_LTwo,72,50.1513,0.696546,0.0649955
CounterK_main,63,40.1582,0.637432,0.0320543
CounterK_LOne,63,36.1071,0.573129,0.0655657
CounterK_LTwo,63,44.2094,0.701736,0.0648221
Counter,254,149.584,0.588913,0.0783246
Failed,146,77.9366,0.533812,0.0874441
CounterB_main,72,45.2446,0.628398,0.0404949
CounterB_LOne,72,41.1986,0.572202,0.0571753
CounterB_LTwo,72,49.2907,0.684593,0.0632465
CounterC_main,51,32.5946,0.639109,0.0374368
CounterC_LOne,51,30.0126,0.588483,0.062633
CounterC_LTwo,51,35.1765,0.689735,0.0597955
CounterJ_main,72,45.6605,0.634173,0.0375192
CounterJ_LOne,72,41.1696,0.571801,0.0703429
CounterJ_LTwo,72,50.1513,0.696546,0.0649955
CounterK_main,61,39.0235,0.639729,0.030576
CounterK_LOne,61,34.9989,0.573752,0.0656838
CounterK_LTwo,61,43.0481,0.705707,0.0643195
Counter,253,147.303,0.582226,0.088311
Failed,147,78.5975,0.534677,0.087773
CounterB_main,72,45.2012,0.627794,0.0413683
CounterB_LOne,72,41.0671,0.570376,0.0579945
CounterB_LTwo,72,49.3352,0.685212,0.0623338
CounterC_main,50,31.9485,0.63897,0.0377541
CounterC_LOne,50,29.2293,0.584586,0.0627514
CounterC_LTwo,50,34.6677,0.693353,0.0614031
CounterJ_main,72,45.6605,0.634173,0.0375192
CounterJ_LOne,72,41.1696,0.571801,0.0703429
CounterJ_LTwo,72,50.1513,0.696546,0.0649955
CounterK_main,60,38.3807,0.639679,0.0308315
CounterK_LOne,60,34.5116,0.575194,0.0652573
CounterK_LTwo,60,42.2499,0.704164,0.0637142
Counter,252,147.583,0.585645,0.0820363
Failed,148,79.2414,0.535415,0.087933
CounterB_main,72,45.2309,0.628207,0.0407036
CounterB_LOne,72,41.156,0.571611,0.0569823
CounterB_LTwo,72,49.3058,0.684802,0.0628902
CounterC_main,50,31.9485,0.63897,0.0377541
CounterC_LOne,50,29.2293,0.584586,0.0627514
CounterC_LTwo,50,34.6677,0.693353,0.0614031
CounterJ_main,71,44.9995,0.633796,0.0376483
CounterJ_LOne,71,40.521,0.570718,0.0702366
CounterJ_LTwo,71,49.4781,0.696874,0.0653981
CounterK_main,60,38.4066,0.64011,0.0301232
CounterK_LOne,60,34.5816,0.576361,0.0649273
CounterK_LTwo,60,42.2315,0.703859,0.0641049
