varname,count,sum,mean,stddev
CounterB_LTwo,38,24.8826,0.654805,0.0432749
CounterC_main,25,15.6266,0.625066,0.0216395
CounterC_LOne,25,15.2414,0.609658,0.0622806
CounterC_LTwo,25,16.0118,0.640473,0.0542079
CounterJ_main,40,25.074,0.626851,0.0314386
CounterJ_LOne,40,24.5056,0.612639,0.0441704
CounterJ_LTwo,40,25.6425,0.641062,0.0498037
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.6663,0.588886,0.0719839
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0474,0.632826,0.0308337
CounterB_LOne,38,23.2122,0.610847,0.0447738
CounterB_LTwo,38,24.8826,0.654805,0.0432749
CounterC_main,25,15.6266,0.625066,0.0216395
CounterC_LOne,25,15.2414,0.609658,0.0622806
CounterC_LTwo,25,16.0118,0.640473,0.0542079
CounterJ_main,40,25.0429,0.626072,0.0327784
CounterJ_LOne,40,24.5092,0.612729,0.0440994
CounterJ_LTwo,40,25.5766,0.639415,0.0522428
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.6684,0.588903,0.0699759
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0474,0.632826,0.0308337
CounterB_LOne,38,23.2122,0.610847,0.0447738
CounterB_LTwo,38,24.8826,0.654805,0.0432749
CounterC_main,25,15.6266,0.625066,0.0216395
CounterC_LOne,25,15.2414,0.609658,0.0622806
CounterC_LTwo,25,16.0118,0.640473,0.0542079
CounterJ_main,39,24.4287,0.626378,0.0331489
CounterJ_LOne,39,23.8901,0.612568,0.0446639
CounterJ_LTwo,39,24.9674,0.640189,0.052693
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.0899,0.584082,0.0750853
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0474,0.632826,0.0308337
CounterB_LOne,38,23.2122,0.610847,0.0447738
CounterB_LTwo,38,24.8826,0.654805,0.0432749
CounterC_main,25,15.6266,0.625066,0.0216395
CounterC_LOne,25,15.2414,0.609658,0.0622806
CounterC_LTwo,25,16.0118,0.640473,0.0542079
CounterJ_main,39,24.3667,0.624788,0.0377323
CounterJ_LOne,39,23.8897,0.612556,0.0446725
CounterJ_LTwo,39,24.8438,0.63702,0.0621362
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.6649,0.588874,0.0670602
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0557,0.633046,0.0308844
CounterB_LOne,38,23.1896,0.610254,0.0449262
CounterB_LTwo,38,24.9218,0.655838,0.0438855
CounterC_main,25,15.6266,0.625066,0.0216395
CounterC_LOne,25,15.2414,0.609658,0.0622806
CounterC_LTwo,25,16.0118,0.640473,0.0542079
CounterJ_main,39,24.2896,0.62281,0.0458596
CounterJ_LOne,39,23.7345,0.608577,0.0536571
CounterJ_LTwo,39,24.8447,0.637043,0.0620501
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.1009,0.584175,0.0787207
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0557,0.633046,0.0308844
CounterB_LOne,38,23.1896,0.610254,0.0449262
CounterB_LTwo,38,24.9218,0.655838,0.0438855
CounterC_main,25,15.6266,0.625066,0.0216395
CounterC_LOne,25,15.2414,0.609658,0.0622806
CounterC_LTwo,25,16.0118,0.640473,0.0542079
CounterJ_main,39,24.4322,0.626465,0.0329654
CounterJ_LOne,39,23.878,0.612255,0.0449362
CounterJ_LTwo,39,24.9863,0.640675,0.051762
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.847,0.590392,0.070794
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0557,0.633046,0.0308844
CounterB_LOne,38,23.1896,0.610254,0.0449262
CounterB_LTwo,38,24.9218,0.655838,0.0438855
CounterC_main,25,15.6425,0.625702,0.0203215
CounterC_LOne,25,15.2741,0.610966,0.0599349
CounterC_LTwo,25,16.0109,0.640437,0.0541928
CounterJ_main,39,24.4322,0.626465,0.0329654
CounterJ_LOne,39,23.878,0.612255,0.0449362
CounterJ_LTwo,39,24.9863,0.640675,0.051762
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,72.6339,0.605283,0.0541024
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0557,0.633046,0.0308844
CounterB_LOne,38,23.1896,0.610254,0.0449262
CounterB_LTwo,38,24.9218,0.655838,0.0438855
CounterC_main,25,15.6425,0.625702,0.0203215
CounterC_LOne,25,15.2741,0.610966,0.0599349
CounterC_LTwo,25,16.0109,0.640437,0.0541928
CounterJ_main,39,24.5331,0.629054,0.0315786
CounterJ_LOne,39,23.9259,0.613484,0.0443528
CounterJ_LTwo,39,25.1403,0.644624,0.0507316
CounterK_main,18,11.1541,0.619672,0.0198078
CounterK_LOne,18,10.5004,0.583355,0.0512336
CounterK_LTwo,18,11.8078,0.655989,0.0600035
Counter,120,70.0725,0.583937,0.0780774
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0557,0.633046,0.0308844
CounterB_LOne,38,23.1896,0.610254,0.0449262
CounterB_LTwo,38,24.9218,0.655838,0.0438855
CounterC_main,25,15.6581,0.626325,0.0202536
CounterC_LOne,25,15.2487,0.609948,0.0594525
CounterC_LTwo,25,16.0676,0.642702,0.0528082
CounterJ_main,39,24.5331,0.629054,0.0315786
CounterJ_LOne,39,23.9259,0.613484,0.0443528
CounterJ_LTwo,39,25.1403,0.644624,0.0507316
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
Counter,120,70.5776,0.588146,0.0738149
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0487,0.632861,0.0308378
CounterB_LOne,38,23.1596,0.609463,0.0455868
CounterB_LTwo,38,24.9379,0.656259,0.0443955
CounterC_main,25,15.6581,0.626325,0.0202536
CounterC_LOne,25,15.2487,0.609948,0.0594525
CounterC_LTwo,25,16.0676,0.642702,0.0528082
CounterJ_main,39,24.5331,0.629054,0.0315786
CounterJ_LOne,39,23.9259,0.613484,0.0443528
CounterJ_LTwo,39,25.1403,0.644624,0.0507316
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
Counter,120,70.9271,0.591059,0.0709303
Failed,80,41.3046,0.516308,0.0717869
CounterB_main,38,24.0487,0.632861,0.0308378
CounterB_LOne,38,23.1596,0.609463,0.0455868
CounterB_LTwo,38,24.9379,0.656259,0.0443955
CounterC_main,25,15.6581,0.626325,0.0202536
CounterC_LOne,25,15.2487,0.609948,0.0594525
CounterC_LTwo,25,16.0676,0.642702,0.0528082
CounterJ_main,39,24.5331,0.629054,0.0315786
CounterJ_LOne,39,23.9259,0.613484,0.0443528
CounterJ_LTwo,39,25.1403,0.644624,0.0507316
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
Counter,118,69.2262,0.586662,0.0755541
Failed,82,42.5234,0.518578,0.0724726
CounterB_main,38,24.0314,0.632405,0.0309024
CounterB_LOne,38,23.1483,0.609166,0.0459658
CounterB_LTwo,38,24.9145,0.655644,0.043701
CounterC_main,25,15.6581,0.626325,0.0202536
CounterC_LOne,25,15.2487,0.609948,0.0594525
CounterC_LTwo,25,16.0676,0.642702,0.0528082
CounterJ_main,39,24.5331,0.629054,0.0315786
CounterJ_LOne,39,23.9259,0.613484,0.0443528
CounterJ_LTwo,39,25.1403,0.644624,0.0507316
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
Counter,117,69.4253,0.593379,0.0674047
Failed,83,43.0834,0.519077,0.0721729
CounterB_main,37,23.3954,0.632308,0.0313228
CounterB_LOne,37,22.5545,0.609581,0.0465276
CounterB_LTwo,37,24.2363,0.655035,0.0441401
CounterC_main,25,15.6715,0.626858,0.0206927
CounterC_LOne,25,15.2449,0.609796,0.0593262
CounterC_LTwo,25,16.098,0.643921,0.052449
CounterJ_main,38,23.9503,0.630272,0.0310601
CounterJ_LOne,38,23.3493,0.614455,0.0445255
CounterJ_LTwo,38,24.5514,0.646088,0.0505701
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
Counter,117,69.3815,0.593004,0.0697111
Failed,83,43.0834,0.519077,0.0721729
CounterB_main,37,23.4184,0.63293,0.0312941
CounterB_LOne,37,22.6005,0.610825,0.0454029
CounterB_LTwo,37,24.2363,0.655035,0.0441401
CounterC_main,24,15.0287,0.626198,0.0208668
CounterC_LOne,24,14.6521,0.610506,0.0604935
CounterC_LTwo,24,15.4053,0.64189,0.052563
CounterJ_main,38,23.9503,0.630272,0.0310601
CounterJ_LOne,38,23.3493,0.614455,0.0445255
CounterJ_LTwo,38,24.5514,0.646088,0.0505701
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
Counter,117,69.0503,0.590173,0.071984
Failed,83,43.0834,0.519077,0.0721729
CounterB_main,37,23.4184,0.63293,0.0312941
CounterB_LOne,37,22.6005,0.610825,0.0454029
CounterB_LTwo,37,24.2363,0.655035,0.0441401
CounterC_main,24,15.071,0.627959,0.0208354
CounterC_LOne,24,14.6992,0.612467,0.0616663
CounterC_LTwo,24,15.4428,0.64345,0.0514447
CounterJ_main,38,23.9503,0.630272,0.0310601
CounterJ_LOne,38,23.3493,0.614455,0.0445255
CounterJ_LTwo,38,24.5514,0.646088,0.0505701
CounterK_main,18,11.1558,0.619766,0.0199078
CounterK_LOne,18,10.4577,0.580981,0.0510335
CounterK_LTwo,18,11.8539,0.658551,0.0616018
